,user_id,items_count,price,recommend
244,1242163634531636,2,9.98,Sin Recomendaciones
245,12435674325tyughnb,43,480.71999999999997,Sin Recomendaciones
246,12435gg,107,487.68,Sin Recomendaciones
247,124653tf,8,129.97,Sin Recomendaciones
248,124681,3,19.99,Sin Recomendaciones
249,1249012512908890112890,75,750.0699999999999,Sin Recomendaciones
250,124c7937,2,0.0,Sin Recomendaciones
251,12524,81,298.8,Sin Recomendaciones
252,12536475869trhgsdf,99,559.46,100.0
253,12549,64,228.87,Sin Recomendaciones
254,12779,105,797.47,80.0
255,128463821947,10,69.97,Sin Recomendaciones
256,12874175635ELITE,2,4.99,Sin Recomendaciones
257,128bitbit,81,289.8,Sin Recomendaciones
258,1294120970512,49,515.67,Sin Recomendaciones
259,129874182,155,1775.6599999999999,100.0
260,12DeAgostoAs12HRSe26MIN,35,280.78,100.0
261,12_gauge_org,48,292.88,100.0
262,12das,20,44.96,100.0
263,1300655506nigga,41,312.72,100.0
264,13012,128,1357.2,Sin Recomendaciones
265,131312,135,1742.83,77.77777777777779
266,1313Lcf,144,2007.85,Sin Recomendaciones
267,131467132,56,453.76,100.0
268,13199708,139,1903.8899999999999,Sin Recomendaciones
269,1321742413,66,243.84,80.0
270,132413244231,43,376.76,Sin Recomendaciones
271,13272310,28,169.94,Sin Recomendaciones
272,13371337133713337,18,144.96,Sin Recomendaciones
273,133742069174,95,1033.5,100.0
274,1337666133766613376661337,113,1397.1299999999999,100.0
275,133774553644535355354,5,9.99,Sin Recomendaciones
276,1337Akraken,110,1153.34,0.0
277,1337_K_REW,38,84.95,100.0
278,1337_Speak,269,2630.13,Sin Recomendaciones
279,1337hunter,67,1236.8,100.0
280,1337leetSloth,3,39.97,Sin Recomendaciones
281,1337lolroflmao,197,1961.79,100.0
282,1337mlg,103,495.53999999999996,Sin Recomendaciones
283,1337putin,91,1834.02,100.0
284,1343534566,23,227.85,100.0
285,13457856281,42,317.76,100.0
286,1345adfg,8,0.0,Sin Recomendaciones
287,134679jc333,17,64.95,Sin Recomendaciones
288,135781,63,913.4399999999999,87.5
289,1373648137417,176,1623.95,Sin Recomendaciones
290,137731251236671466147,371,5294.21,Sin Recomendaciones
291,13971397,222,2844.41,100.0
292,1398199813,3,9.99,Sin Recomendaciones
293,13lazer,398,5578.28,100.0
294,13omadragon,33,224.88,Sin Recomendaciones
295,13salva,61,598.61,Sin Recomendaciones
296,1408129010,31,244.89,Sin Recomendaciones
297,142331415,179,1715.6399999999999,Sin Recomendaciones
298,142412412124142,3,0.0,Sin Recomendaciones
299,14372193,111,344.81,100.0
300,143865,62,419.76,Sin Recomendaciones
301,1440454,70,638.5799999999999,100.0
302,144289919655093823,48,512.63,Sin Recomendaciones
303,1452221660414,140,1689.93,100.0
304,14528910,1,0.0,Sin Recomendaciones
305,1454235887,3,0.0,Sin Recomendaciones
306,145578,94,1030.95,100.0
307,1456237,34,412.74,Sin Recomendaciones
308,1457184935981,27,172.88,100.0
309,146847798098,29,49.97,Sin Recomendaciones
310,14725836900,17,134.91,100.0
311,14747,180,1896.57,Sin Recomendaciones
312,147532984,99,924.5,100.0
313,147751,12,202.85999999999999,Sin Recomendaciones
314,14789633698741,348,4572.11,Sin Recomendaciones
315,148203604,7,0.0,Sin Recomendaciones
316,150010792,113,156.84,100.0
317,150230,152,1886.6,Sin Recomendaciones
318,1513412123111331,17,147.85,Sin Recomendaciones
319,151995,41,134.91,Sin Recomendaciones
320,1522188745,83,547.62,Sin Recomendaciones
321,1540359,14,75.96000000000001,Sin Recomendaciones
322,154352,87,444.71999999999997,75.0
323,1546328127418,27,329.88,50.0
324,154930493,38,427.82,100.0
325,15511551,156,1123.09,100.0
326,155754572,21,114.92999999999999,Sin Recomendaciones
327,15632897,255,3256.09,Sin Recomendaciones
328,157645,487,4856.7,100.0
329,15832789427,102,1090.48,100.0
330,1591240764,101,377.0,Sin Recomendaciones
331,15934,124,1699.12,100.0
332,159zse159,377,5034.75,100.0
333,1607426135,14,39.96,Sin Recomendaciones
334,1626466724893520,64,584.68,100.0
335,163050995,13,0.0,100.0
336,16362426247,68,528.6,Sin Recomendaciones
337,16395,11,59.959999999999994,Sin Recomendaciones
338,16538,138,2497.72,100.0
339,16748438,21,274.88,Sin Recomendaciones
340,169420666,53,327.73,100.0
341,17-04-2000,90,557.67,Sin Recomendaciones
342,17101710,134,1467.82,88.88888888888889
343,1711338513531,28,210.85,Sin Recomendaciones
344,171516,196,1561.96,83.33333333333334
345,1726432,12,189.96,Sin Recomendaciones
346,17291799,19,154.92,100.0
347,172954833,24,0.0,Sin Recomendaciones
348,173902,2,9.99,Sin Recomendaciones
349,1739902091026,79,266.8,100.0
350,174561864923145,51,457.71,Sin Recomendaciones
351,174gamecuman700kngkakak,159,1329.2,100.0
352,17731773,47,310.71,Sin Recomendaciones
353,177652,24,494.76,Sin Recomendaciones
354,17829463213,69,424.8,100.0
355,1800-Ricohut,121,1019.31,83.33333333333334
356,1800FkMyVajj,7,14.99,Sin Recomendaciones
357,18023009,2,14.99,Sin Recomendaciones
358,180577,66,583.58,100.0
359,18082001,105,685.27,100.0
360,18228272828,153,1637.11,100.0
361,182748927838783778382,21,120.9,Sin Recomendaciones
362,182828282,44,484.7,Sin Recomendaciones
363,18283848,72,976.49,Sin Recomendaciones
364,1829369648,2,0.0,Sin Recomendaciones
365,18481,154,2134.78,100.0
366,1850172512752815,28,147.41,100.0
367,18504965711,80,1046.44,Sin Recomendaciones
368,1859082899,17,68.95,Sin Recomendaciones
369,186038013,1,0.0,Sin Recomendaciones
370,1870380085,43,298.79,Sin Recomendaciones
371,1873410337,39,384.82,88.88888888888889
372,1875489156748,52,386.73,100.0
373,187625,121,395.62,66.66666666666666
374,18855881,204,3013.14,Sin Recomendaciones
375,1889999999999999,35,249.91,100.0
376,19-20-5-20-27-5-18,32,154.88,100.0
377,190120001826,2,0.0,Sin Recomendaciones
378,1920410,87,1099.42,0.0
379,19210801,51,220.85,Sin Recomendaciones
380,1922001,94,510.1,100.0
381,1930234,82,591.69,Sin Recomendaciones
382,19365,103,1421.15,Sin Recomendaciones
383,19372250,137,1963.8899999999999,100.0
384,1937648259137856lkjnoik,9,44.96,Sin Recomendaciones
385,1944086851,14,64.95,100.0
386,1947CARROTS,26,104.93,Sin Recomendaciones
387,194847383,135,954.3199999999999,100.0
388,1956aa1,113,1587.42,50.0
389,195862,69,625.64,100.0
390,19702316748,94,942.3,Sin Recomendaciones
391,19720911,5,0.0,Sin Recomendaciones
392,19820182123,13,169.94,Sin Recomendaciones
393,1994dbc,207,2084.72,100.0
394,1997-07-06_J077,7,29.98,Sin Recomendaciones
395,19990923,41,229.89999999999998,100.0
396,199A,27,138.91,Sin Recomendaciones
397,19te_Polska,70,984.42,100.0
398,1BUCK80,32,329.86,Sin Recomendaciones
399,1GN33L,20,224.88,Sin Recomendaciones
400,1MLG2U,59,350.57,100.0
401,1NFR33,196,1943.8999999999999,100.0
402,1R1M1,52,323.74,33.33333333333333
403,1UK33Y,30,359.78,Sin Recomendaciones
404,1_Taipan,25,361.83,Sin Recomendaciones
405,1a1u14,76,365.74,100.0
406,1dog636,104,1042.23,Sin Recomendaciones
407,1epicninja,91,994.43,100.0
408,1iam1iam1iam,70,804.6899999999999,100.0
409,1jamesn4,82,930.4,100.0
410,1qaz2wwx010,23,44.97,Sin Recomendaciones
411,1silentsniper1,319,3637.87,100.0
412,1snap,179,1978.52,85.71428571428571
413,1stBLUE-COW,52,342.77,100.0
414,1stpionpaul,162,2066.69,100.0
415,1sttperson,42,379.77,Sin Recomendaciones
416,1v1meguy,245,3240.77,100.0
417,1v1meinclubpenguinscrub,28,334.81,Sin Recomendaciones
418,1v1mim8,70,658.55,Sin Recomendaciones
419,2000jtc,60,688.65,Sin Recomendaciones
420,2001911,4,9.99,Sin Recomendaciones
421,200220006,139,1835.01,100.0
422,20041213,27,19.98,66.66666666666666
423,200719917302,59,799.61,Sin Recomendaciones
424,200px-spy-taunt-laugh,18,69.95,100.0
425,2011368123,252,3115.0099999999998,100.0
426,20115011,4,9.99,Sin Recomendaciones
427,205723552,15,29.98,Sin Recomendaciones
428,2080308,85,722.47,100.0
429,2092000666,31,165.85999999999999,100.0
430,210519992016,84,593.5899999999999,20.0
431,21072013,21,39.98,Sin Recomendaciones
432,211011374,32,529.77,100.0
433,21129393,9,34.97,Sin Recomendaciones
434,2114521846341684,13,149.91,Sin Recomendaciones
435,2121312,17,34.97,Sin Recomendaciones
436,2125125126,6,34.97,Sin Recomendaciones
437,212blair212,17,104.92,Sin Recomendaciones
438,213123123132,200,460.66,Sin Recomendaciones
439,21321112399,13,189.91,Sin Recomendaciones
440,2139093311,7,9.99,Sin Recomendaciones
441,215251,35,312.83,Sin Recomendaciones
442,216712138,92,883.54,100.0
443,218939137821738213127983,92,602.6,Sin Recomendaciones
444,219121912191,13,44.97,Sin Recomendaciones
445,21lord21drag,5,59.97,Sin Recomendaciones
446,22109203,98,672.1,Sin Recomendaciones
447,222081994,26,310.87,Sin Recomendaciones
448,2222224444555985,35,204.9,Sin Recomendaciones
449,2222455,131,1445.8799999999999,100.0
450,2233dog15,17,265.89,Sin Recomendaciones
451,22491987,51,307.83,Sin Recomendaciones
452,22502250,77,877.56,100.0
453,225544,72,774.5,66.66666666666666
454,225555,17,195.89,100.0
455,226rep,10,159.94,Sin Recomendaciones
456,2271531450,25,89.9,100.0
457,2293371488,47,225.29,Sin Recomendaciones
458,23012003,18,94.94,100.0
459,231091,184,2650.58,100.0
460,2311985201258745633313,37,371.82,Sin Recomendaciones
461,231321455,60,274.82,100.0
462,23142433253545,122,1249.24,Sin Recomendaciones
463,23184798,32,97.91,100.0
464,2323534545,158,1299.06,71.42857142857143
465,233433,8,22.979999999999997,Sin Recomendaciones
466,2342526,52,624.65,Sin Recomendaciones
467,23434454365463446754546576e45646,99,756.4499999999999,100.0
468,2345XXXXX,52,313.74,Sin Recomendaciones
469,234671,28,149.88,Sin Recomendaciones
470,235269,88,1125.74,100.0
471,235324234732,27,255.76,Sin Recomendaciones
472,2364786499,49,609.52,100.0
473,23745736,74,418.79,100.0
474,2378695,2,34.98,Sin Recomendaciones
475,2390746539217,23,360.86,100.0
476,23974656456,84,714.55,100.0
477,2398,22,226.62,Sin Recomendaciones
478,23Batman05,145,1337.1399999999999,100.0
479,23jesus23,70,619.64,Sin Recomendaciones
480,24045681579016271,15,29.97,Sin Recomendaciones
481,24101738,34,59.99,100.0
482,243567890,7,44.97,Sin Recomendaciones
483,2435689,76,651.51,Sin Recomendaciones
484,2435764824567835,26,149.9,Sin Recomendaciones
485,24453,74,1105.5,66.66666666666666
486,2448531,80,387.62,100.0
487,24532453,134,1176.28,Sin Recomendaciones
488,24596,121,819.81,100.0
489,24681256447,11,67.94999999999999,Sin Recomendaciones
490,246823,25,265.85,100.0
491,247211,154,1469.75,100.0
492,2479742,106,1355.33,100.0
493,248392584,7,30.96,Sin Recomendaciones
494,248482,277,2826.39,Sin Recomendaciones
495,24862345243,49,696.64,Sin Recomendaciones
496,24902,45,427.78,Sin Recomendaciones
497,249758,181,3298.33,100.0
498,24BallerJK,9,39.97,Sin Recomendaciones
499,24CmRuler,77,858.5,Sin Recomendaciones
500,25050,99,905.35,100.0
501,25061841,15,170.89,Sin Recomendaciones
502,25230405,98,989.39,100.0
503,25231341243,34,218.84,Sin Recomendaciones
504,2539428377924,106,822.49,Sin Recomendaciones
505,256565,18,183.89,Sin Recomendaciones
506,2571,690,8266.07,100.0
507,259987556434546,121,1118.68,Sin Recomendaciones
508,25_Years_Since_Freddie,30,309.81,85.71428571428571
509,26070,36,475.72999999999996,100.0
510,2608739,5,24.98,100.0
511,26292919,94,590.61,Sin Recomendaciones
512,2647891,8,39.97,100.0
513,2688789326887893,73,245.88,Sin Recomendaciones
514,269485,284,3811.54,Sin Recomendaciones
515,27073108,106,1223.3899999999999,50.0
516,27601MCM,58,304.78,100.0
517,27649735,2,0.0,Sin Recomendaciones
518,2768820078,91,1550.26,80.0
519,279519365,127,1103.28,100.0
520,27dnguyen,29,226.77,Sin Recomendaciones
521,28019769,124,2258.69,Sin Recomendaciones
522,2826,7,110.94,Sin Recomendaciones
523,2891723967123,160,2023.6299999999999,71.42857142857143
524,28yelkco,32,219.84,Sin Recomendaciones
525,29017637452801,86,496.54,100.0
526,291129112911291129112911,68,489.65,100.0
527,29123,18,239.86,80.0
528,2933725,2,0.0,Sin Recomendaciones
529,2987654235,8,15.98,Sin Recomendaciones
530,29998000,46,264.83,100.0
531,2Chill,122,1194.06,100.0
532,2Degrees,82,1138.43,100.0
533,2EzRogueDH,12,99.96000000000001,100.0
534,2JZEEEEBABY,61,877.54,100.0
535,2Lethal,117,1282.07,100.0
536,2Ryo2Know,29,217.85,Sin Recomendaciones
537,2Ta4,362,3401.22,66.66666666666666
538,2ZESTY4ME,82,420.75,50.0
539,2amigosupremos753,1,0.0,Sin Recomendaciones
540,2cq,898,9230.619999999999,Sin Recomendaciones
541,2d4nk4m3,160,697.36,50.0
542,2edgy4youboi,84,790.48,100.0
543,2ez2xl,79,726.49,100.0
544,2ez4medick,32,382.74,100.0
545,2fast4u271,39,256.76,Sin Recomendaciones
546,2g00d4u,14,100.92,Sin Recomendaciones
547,2greasy,33,905.02,Sin Recomendaciones
548,2ik4tf,22,165.86,100.0
549,2kewl4you,9,19.99,Sin Recomendaciones
550,2lstgun,31,237.84,100.0
551,2matoe,24,150.87,Sin Recomendaciones
552,2muchred,149,1661.84,Sin Recomendaciones
553,2nerdssemvida,101,187.79,100.0
554,2pac_Skai,1,0.0,Sin Recomendaciones
555,2pacisaliveincuba,303,3525.38,100.0
556,2ptwisted,18,131.94,Sin Recomendaciones
557,2red12,151,1778.95,100.0
558,2sBs,219,2482.37,100.0
559,2sd31,11,170.9,100.0
560,2seggy4um8havalook,10,54.97,Sin Recomendaciones
561,2she,57,488.57,Sin Recomendaciones
562,2sneaky5u,291,3141.85,100.0
563,2spookis,199,1617.42,100.0
564,2spooky,323,3901.96,83.33333333333334
565,2unimaginative4u,23,40.96,Sin Recomendaciones
566,2v1meyoucheekyscrub,42,559.75,100.0
567,2xDelorean,55,439.7,100.0
568,30035115,97,1353.27,Sin Recomendaciones
569,300799,14,24.98,Sin Recomendaciones
570,30102000,1,0.0,Sin Recomendaciones
571,30102002,33,167.32999999999998,100.0
572,3021Daniel,105,1371.23,100.0
573,3038070,5,34.980000000000004,Sin Recomendaciones
574,3046123,70,848.6,100.0
575,305010,67,882.52,Sin Recomendaciones
576,30699,29,214.91,Sin Recomendaciones
577,30XxPikachuxX03,3,0.0,Sin Recomendaciones
578,313134,378,4559.8,Sin Recomendaciones
579,314155156915923,36,248.76,100.0
580,31456576727471577757175717,21,39.97,Sin Recomendaciones
581,31575,73,184.8,100.0
582,317733235,58,345.73,50.0
583,317984739321,75,945.42,100.0
584,317jim,15,14.99,Sin Recomendaciones
585,318941651,42,270.81,Sin Recomendaciones
586,3197,44,467.66999999999996,75.0
587,320RustPro,11,29.97,100.0
588,3214213216,107,224.19,100.0
589,321541,26,253.81,Sin Recomendaciones
590,3218998529,2,19.98,Sin Recomendaciones
591,3265899423,66,437.7,Sin Recomendaciones
592,326759263846544,294,1869.43,50.0
593,329838102,19,49.96,66.66666666666666
594,32bitmaximus,79,1115.29,100.0
595,33275,9,69.95,Sin Recomendaciones
596,3333322,1,0.0,Sin Recomendaciones
597,333333259,15,129.93,Sin Recomendaciones
598,33334scat,59,432.76,100.0
599,333666333111,24,245.86,Sin Recomendaciones
600,333hab,234,2440.2799999999997,100.0
601,33442,7,14.99,100.0
602,334756875,111,610.49,60.0
603,34234252sd,16,49.97,Sin Recomendaciones
604,3423523425433425,118,1553.09,100.0
605,343221221,52,586.5,100.0
606,34324132,41,596.68,100.0
607,343574890,27,226.87,Sin Recomendaciones
608,34383536,14,117.42,Sin Recomendaciones
609,343rox,18,190.88,Sin Recomendaciones
610,34451,1,0.0,Sin Recomendaciones
611,3456457568,90,715.59,Sin Recomendaciones
612,34565754,28,384.84,Sin Recomendaciones
613,3456669133723,9,49.96,Sin Recomendaciones
614,345675,180,2276.67,100.0
615,34568535890075433578,44,527.76,Sin Recomendaciones
616,34573671264yi,92,639.56,100.0
617,345827357205098,31,199.87,Sin Recomendaciones
618,3496148694969,132,1664.3799999999999,Sin Recomendaciones
619,350176,32,240.85,Sin Recomendaciones
620,350241,184,2261.0,100.0
621,352039981386723,30,384.77,Sin Recomendaciones
622,3523436346,99,1243.23,100.0
623,35353534,29,281.82,100.0
624,35475,161,2223.22,100.0
625,3548548564856498484894,149,1821.87,83.33333333333334
626,3565Jason,22,179.91,100.0
627,36033,32,171.84,Sin Recomendaciones
