,title,item_id,tags,score
29178,Drunken Robot Pornography,209060.0,"robots, nudity, fps, first-person, sexualcontent, sci-fi, steamtradingcards, indie, shooter, bullethell, greatsoundtrack, includesleveleditor, single-player, multiplayer, steamworkshop, action, steamleaderboards, leveleditor, fullcontrollersupport, scoreattack, comedy, steamachievements, funny14.99dejobaan games, llc",0.5617507003144475
21907,Batman - The Telltale Series,498240.0,"comicbook, superhero, violent, storyrich, hiddenobject, gore, noir, atmospheric, batman, adventure, single-player, quick-timeevents, dark, detective, singleplayer, visualnovel, action, episodic, choicesmatter, fullcontrollersupport, chooseyourownadventure, steamachievements, point&click24.99telltale games",0.5617507003144475
30064,The Bridge,204240.0,"casual, hand-drawn, difficult, physics, steamtradingcards, fullcontrollersupport, platformer, strategy, 2d, indie, single-player, steamachievements, atmospheric, steamcloud, singleplayer, puzzle, surreal9.99ty taylor and mario castañeda,the quantum astrophysicists guild",0.5617507003144475
24121,Bit Blaster XL,433950.0,"replayvalue, steamcloud, 2d, difficult, sci-fi, familyfriendly, steamtradingcards, indie, pixelgraphics, shooter, bullethell, casual, retro, space, greatsoundtrack, arcade, single-player, singleplayer, action, steamleaderboards, fullcontrollersupport, scoreattack, survival, shoot'emup, steamachievements, controller0.99nickervision studios",0.5615900164756847
26550,Wolfenstein: The Old Blood,350080.0,"stealth, fps, steamcloud, first-person, sci-fi, alternatehistory, storyrich, gore, mature, atmospheric, blood, worldwarii, shooter, partialcontrollersupport, adventure, single-player, multiplayer, horror, singleplayer, action, steamleaderboards, zombies, steamachievements, funny, war19.99machinegames",0.5615900164756847
2490,Orbital Gear,298520.0,"pvp, stats, 2d, sci-fi, steamtradingcards, 4playerlocal, shared/splitscreen, indie, cross-platformmultiplayer, shooter, fast-paced, space, greatsoundtrack, platformer, simulation, single-player, multiplayer, singleplayer, action, arenashooter, steamleaderboards, fullcontrollersupport, sidescroller, multi-player, steamachievements, mechs9.99night node",0.5615900164756847
2655,DG2: Defense Grid 2,221540.0,"stats, steamcloud, sci-fi, localco-op, steamtradingcards, shared/splitscreen, strategy, indie, space, towerdefense, captionsavailable, adventure, includesleveleditor, single-player, multiplayer, singleplayer, steamworkshop, steamleaderboards, fullcontrollersupport, co-op, multi-player, steamachievements, rts, kickstarter14.99hidden path entertainment",0.5615900164756847
28066,The Vanishing of Ethan Carter,258520.0,"psychologicalhorror, steamcloud, first-person, storyrich, walkingsimulator, gore, steamtradingcards, short, indie, atmospheric, supernatural, puzzle, lovecraftian, adventure, greatsoundtrack, single-player, detective, singleplayer, horror, mystery, openworld, fullcontrollersupport, steamachievements, point&click, exploration19.99the astronauts",0.5615900164756847
31397,Trine Enchanted Edition,35700.0,"3dvision, fantasy, steamcloud, 2d, localco-op, steamtradingcards, shared/splitscreen, indie, atmospheric, puzzle, casual, adventure, greatsoundtrack, includesleveleditor, platformer, physics, femaleprotagonist, localmultiplayer, single-player, puzzle-platformer, multiplayer, singleplayer, steamworkshop, action, onlineco-op, fullcontrollersupport, co-op, multi-player, steamachievements14.99frozenbyte",0.5615900164756847
653,Solar 2,97000.0,"stats, steamcloud, 2d, short, indie, sandbox, atmospheric, puzzle, casual, partialcontrollersupport, space, physics, simulation, arcade, top-down, single-player, singleplayer, relaxing, openworld, comedy, steamachievements9.99murudai",0.5615900164756847
338,LEGO® Star Wars™ - The Complete Saga,32440.0,"steamcloud, familyfriendly, sci-fi, localco-op, shared/splitscreen, puzzle, casual, space, starwars, adventure, localmultiplayer, greatsoundtrack, single-player, multiplayer, singleplayer, action, classic, openworld, lego, fullcontrollersupport, co-op, comedy, funny, controller19.99traveller's tales,feral interactive (mac)",0.5615900164756847
19119,Youtubers Life,428690.0,"charactercustomization, steamcloud, realistic, familyfriendly, walkingsimulator, steamtradingcards, strategy, indie, sandbox, casual, adventure, femaleprotagonist, simulation, illuminati, single-player, multiplayer, singleplayer, action, openworld, management, memes, comedy, steamachievements, funny24.99u-play online",0.561429332636922
152,Oddworld: Abe's Exoddus®,15710.0,"adventure, 1990's, platformer, stealth, single-player, puzzle, comedy, dark, puzzle-platformer, singleplayer, 2d, classic, funny, action, cultclassic, retro2.99oddworld inhabitants",0.561429332636922
1298,Monster Loves You!,226740.0,"text-based, familyfriendly, storyrich, steamtradingcards, short, multipleendings, indie, casual, captionsavailable, adventure, simulation, rpg, single-player, cute, singleplayer, visualnovel, choicesmatter, fullcontrollersupport, chooseyourownadventure, comedy, steamachievements, point&click, funny9.99radial games corp,dejobaan games, llc",0.561429332636922
4522,Downwell,360740.0,"difficult, 2d, indie, pixelgraphics, shooter, retro, partialcontrollersupport, fast-paced, adventure, greatsoundtrack, platformer, arcade, single-player, singleplayer, action, rogue-lite, steamleaderboards, proceduralgeneration, gamemaker, rogue-like, shoot'emup, steamachievements2.99moppin",0.561429332636922
23785,LiEat,373770.0,"anime, nudity, fantasy, 2d, surreal, storyrich, rpgmaker, steamtradingcards, indie, pixelgraphics, atmospheric, turn-based, casual, partialcontrollersupport, greatsoundtrack, femaleprotagonist, adventure, rpg, single-player, cute, singleplayer, jrpg, drama, steamachievements2.99△○□× (miwashiba)",0.561429332636922
31717,Half-Life: Source,280.0,"fps, first-person, sci-fi, storyrich, atmospheric, silentprotagonist, shooter, adventure, 1990's, greatsoundtrack, single-player, multiplayer, horror, singleplayer, action, classic, aliens, remake, zombies, co-op, moddable9.99valve",0.561429332636922
26566,ROCKETSROCKETSROCKETS,289760.0,"stats, 2d, soundtrack, localco-op, steamtradingcards, 4playerlocal, shared/splitscreen, strategy, indie, sports, colorful, casual, racing, fast-paced, space, greatsoundtrack, localmultiplayer, single-player, multiplayer, singleplayer, action, steamleaderboards, fullcontrollersupport, co-op, multi-player, steamachievements6.99radial games corp,loren bednar,dr. kimberly voll,lindsay jorgensen",0.561429332636922
22521,WildStar,376570.0,"pvp, charactercustomization, fantasy, fps, onlinemulti-player, sci-fi, mmo, action-adventure, steamtradingcards, freetoplay, adventure, rpg, multiplayer, action, cartoony, openworld, massivelymultiplayer, pve, mmorpg, building, survival, co-op, in-apppurchases, steamachievements, funny0.0carbine studios",0.561429332636922
21903,MANDAGON,461560.0,"2d, storyrich, short, pixelgraphics, indie, atmospheric, freetoplay, casual, partialcontrollersupport, adventure, greatsoundtrack, platformer, single-player, multiplayer, singleplayer, relaxing, mystery, openworld, steamachievements, controller0.0blind sky studios",0.561429332636922
26432,CrossCode,368340.0,"anime, steamcloud, 2d, difficult, cyberpunk, sci-fi, action-adventure, storyrich, pixelgraphics, indie, puzzle, retro, earlyaccess, femaleprotagonist, greatsoundtrack, adventure, rpg, single-player, singleplayer, action, jrpg, actionrpg, fullcontrollersupport19.99radical fish games",0.561429332636922
20176,Call to Arms,302670.0,"onlineco-op, stats, fps, onlinemulti-player, steamcloud, realistic, steamtradingcards, strategy, indie, modern, sandbox, shooter, freetoplay, partialcontrollersupport, earlyaccess, includesleveleditor, simulation, single-player, multiplayer, singleplayer, steamworkshop, action, thirdperson, steamleaderboards, military, co-op, multi-player, in-apppurchases, steamachievements, rts, third-personshooter, tactical, war0.0digitalmindsoft",0.561429332636922
25059,Human Resource Machine,375820.0,"casual, difficult, greatsoundtrack, simulation, indie, education, single-player, puzzle, steamachievements, singleplayer, programming, touch-friendly9.99tomorrow corporation",0.561429332636922
1454,Sid Meier's Civilization V: Brave New World,235580.0,"4x, singleplayer, strategy, historical, single-player, multi-player, steamachievements, turn-basedstrategy, steamcloud, multiplayer, grandstrategy, turn-based, downloadablecontent29.99firaxis games,aspyr (mac, linux)",0.561429332636922
1098,Doom 3: BFG Edition,208200.0,"3dvision, fps, mars, first-person, sci-fi, gore, atmospheric, demons, survivalhorror, shooter, partialcontrollersupport, space, greatsoundtrack, single-player, dark, multiplayer, horror, singleplayer, action, classic, steamleaderboards, zombies, survival, multi-player, steamachievements19.99id software",0.561429332636922
31396,Arma 2,33900.0,"fps, realistic, first-person, strategy, sandbox, trackir, shooter, partialcontrollersupport, captionsavailable, includesleveleditor, simulation, single-player, multiplayer, singleplayer, action, thirdperson, openworld, military, zombies, co-op, multi-player, third-personshooter, tactical, war, moddable12.99bohemia interactive",0.561429332636922
31312,STAR WARS™ - Dark Forces,32400.0,"starwars, adventure, 1990's, pixelgraphics, single-player, fps, steamcloud, singleplayer, action, classic, first-person, shooter, sci-fi, retro5.99lucasarts",0.561429332636922
1513,DuckTales: Remastered,237630.0,"steamcloud, 2d, difficult, familyfriendly, steamtradingcards, short, retro, casual, adventure, greatsoundtrack, platformer, single-player, cartoon, horror, singleplayer, action, classic, steamleaderboards, remake, fullcontrollersupport, steamachievements, exploration14.99wayforward",0.5612686487981593
24099,Crashlands,391730.0,"2d, storyrich, steamtradingcards, indie, sandbox, adventure, femaleprotagonist, rpg, single-player, crafting, multiplayer, singleplayer, action, openworld, actionrpg, fullcontrollersupport, gamemaker, survival, comedy, steamachievements, funny14.99butterscotch shenanigans",0.5612686487981593
27774,Eldevin,298160.0,"casual, massivelymultiplayer, mmorpg, steamtradingcards, adventure, fantasy, indie, rpg, co-op, multi-player, steamachievements, crafting, cross-platformmultiplayer, openworld, action, freetoplay, mmo0.0hunted cow studios",0.5612686487981593
61,FlatOut,6220.0,"racing, driving, destruction, greatsoundtrack, arcade, single-player, multi-player, multiplayer, singleplayer, action, classic, funny7.49bugbear entertainment",0.5612686487981593
26460,"Invisible, Inc.",243970.0,"stealth, steamcloud, difficult, cyberpunk, sci-fi, steamtradingcards, strategy, indie, turn-based, isometric, adventure, greatsoundtrack, femaleprotagonist, turn-basedtactics, single-player, turn-basedstrategy, singleplayer, action, rogue-lite, proceduralgeneration, rogue-like, steamachievements, permadeath, tactical19.99klei entertainment",0.5612686487981593
1918,Hexcells,265890.0,"casual, minimalist, hexgrid, difficult, greatsoundtrack, short, strategy, 2d, indie, single-player, steamachievements, singleplayer, relaxing, puzzle, touch-friendly2.99matthew brown",0.5612686487981593
333,Dragon Age: Origins,17450.0,"charactercustomization, fantasy, darkfantasy, storyrich, multipleendings, atmospheric, romance, loot, adventure, femaleprotagonist, rpg, single-player, singleplayer, action, thirdperson, openworld, real-timewithpause, party-basedrpg, choicesmatter, tactical, dragons19.99bioware",0.5612686487981593
3950,Secrets of Grindea,269770.0,"anime, charactercustomization, onlinemulti-player, steamcloud, 2d, pixelgraphics, indie, puzzle, earlyaccess, adventure, greatsoundtrack, top-down, rpg, single-player, multiplayer, singleplayer, action, openworld, steamleaderboards, jrpg, actionrpg, onlineco-op, fullcontrollersupport, rogue-like, co-op, steamachievements14.99pixel ferrets",0.5612686487981593
27956,Salt,327860.0,"sailing, steamcloud, first-person, walkingsimulator, steamtradingcards, indie, sandbox, atmospheric, pirates, partialcontrollersupport, earlyaccess, adventure, rpg, single-player, crafting, multiplayer, singleplayer, relaxing, action, openworld, proceduralgeneration, survival, co-op, multi-player, steamachievements, naval, exploration14.99lavaboots studios",0.5612686487981593
30118,Omerta - City of Gangsters,208520.0,"crime, steamcloud, steamtradingcards, strategy, historical, cross-platformmultiplayer, turn-based, simulation, rpg, single-player, turn-basedstrategy, multiplayer, singleplayer, management, co-op, multi-player, steamachievements, turn-basedcombat, tactical14.99haemimont games",0.5612686487981593
25889,Contradiction - Spot The Liar!,373390.0,"adventure, singleplayer, strategy, indie, rpg, single-player, puzzle, steamachievements, steamcloud, detective, fmv, point&click, mystery9.99baggy cat ltd",0.5612686487981593
29665,Dysfunctional Systems: Learning to Manage Chaos,248800.0,"casual, partialcontrollersupport, anime, episodic, drama, storyrich, adventure, femaleprotagonist, greatsoundtrack, short, indie, rpg, single-player, steamachievements, singleplayer, visualnovel, sci-fi4.99dischan media",0.5612686487981593
23015,Flesh Eaters,383580.0,"adventure, steamtradingcards, simulation, zombies, strategy, indie, rpg, pixelgraphics, single-player, top-down, steamachievements, multiplayer, horror, rts, action, retro1.99s.c. 16 bit nights s.r.l.",0.5612686487981593
29232,Double Dragon: Neon,252350.0,"steamcloud, 2d, localco-op, steamtradingcards, shared/splitscreen, indie, retro, 1980s, greatsoundtrack, localmultiplayer, fighting, platformer, arcade, single-player, beat'emup, action, classic, steamleaderboards, remake, onlineco-op, fullcontrollersupport, sidescroller, co-op, steamachievements, controller9.99wayforward,abstraction games",0.5612686487981593
18060,Crawl,293780.0,"fantasy, steamcloud, 2d, dungeoncrawler, localco-op, gore, steamtradingcards, 4playerlocal, shared/splitscreen, pixelgraphics, indie, lovecraftian, greatsoundtrack, adventure, localmultiplayer, rpg, single-player, multiplayer, horror, singleplayer, action, rogue-lite, localmulti-player, fullcontrollersupport, rogue-like, co-op, steamachievements14.99powerhoof",0.5612686487981593
30302,Pid,218740.0,"localco-op, difficult, adventure, greatsoundtrack, localmultiplayer, fullcontrollersupport, shared/splitscreen, platformer, 2d, indie, sidescroller, co-op, single-player, stealth, steamachievements, atmospheric, singleplayer, puzzle9.99might and delight",0.5612686487981593
1559,Delver,249630.0,"rogue-lite, proceduralgeneration, earlyaccess, adventure, includesleveleditor, greatsoundtrack, rogue-like, indie, rpg, pixelgraphics, single-player, fps, permadeath, singleplayer, action, first-person, dungeoncrawler, retro7.99priority interrupt",0.5612686487981593
16465,Dreamfall Chapters,237850.0,"fantasy, steamcloud, cyberpunk, sci-fi, storyrich, walkingsimulator, steamtradingcards, indie, atmospheric, adventure, femaleprotagonist, greatsoundtrack, single-player, singleplayer, action, thirdperson, episodic, choicesmatter, fullcontrollersupport, futuristic, chooseyourownadventure, steamachievements, kickstarter, point&click, exploration24.99red thread games",0.5612686487981593
29164,Tower of Guns,266110.0,"replayvalue, fps, steamcloud, difficult, first-person, steamtradingcards, indie, shooter, bullethell, partialcontrollersupport, fast-paced, greatsoundtrack, single-player, singleplayer, action, rogue-lite, proceduralgeneration, rogue-like, steamachievements, permadeath, steampunk14.99terrible posture games",0.5612686487981593
6649,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,410320.0,"robots, anime, destruction, steamcloud, difficult, sci-fi, localco-op, gore, steamtradingcards, shared/splitscreen, shooter, single-player, multiplayer, singleplayer, action, splitscreen, aliens, onlineco-op, fullcontrollersupport, memes, co-op, multi-player, comedy, steamachievements, third-personshooter, funny, mechs49.99sandlot",0.5612686487981593
28173,Train Fever,304730.0,"casual, management, economy, adventure, building, simulation, strategy, trains, indie, single-player, sandbox, steamachievements, moddable, singleplayer, openworld, citybuilder19.99urban games",0.5612686487981593
5718,Audioshield,412740.0,"music-basedproceduralgeneration, standing, music, htcvive, trackedmotioncontrollers, oculusrift, indie, steamvrcollectibles, single-player, rhythm, windowsmixedreality, room-scale, vr19.99nodata",0.5612686487981593
29059,Breach &amp; Clear,266130.0,"stats, steamcloud, steamtradingcards, strategy, indie, turn-based, shooter, isometric, simulation, rpg, single-player, turn-basedstrategy, multiplayer, singleplayer, action, steamleaderboards, military, steamachievements, tactical14.99mighty rabbit studios,gun.",0.5612686487981593
210,Unreal Tournament 3 Black,13210.0,"fps, first-person, sci-fi, gore, atmospheric, competitive, shooter, fast-paced, greatsoundtrack, adventure, single-player, multiplayer, singleplayer, action, classic, arenashooter, splitscreen, futuristic, co-op, multi-player, steamachievements, team-based, moddable19.99epic games, inc.",0.5612686487981593
25244,Missing Translation,395520.0,"casual, adventure, steamtradingcards, greatsoundtrack, singleplayer, 2d, pixelgraphics, indie, single-player, steamachievements, point&click, puzzle, freetoplay0.0alpixel games,luis diaz,gustavo santos,albert fernandez,tice thomason",0.5612686487981593
3052,Grey Goo,290790.0,"robots, stats, steamcloud, sci-fi, steamtradingcards, strategy, indie, sandbox, competitive, space, greatsoundtrack, femaleprotagonist, includesleveleditor, valveanti-cheatenabled, single-player, multiplayer, singleplayer, steamworkshop, action, openworld, steamleaderboards, aliens, futuristic, multi-player, steamachievements, rts, basebuilding, mechs29.99petroglyph",0.5612686487981593
26547,Controller Companion,367670.0,"utilities, software, fullcontrollersupport, steamworkshop, controller2.99koga tech limited",0.5611079649593966
28231,Detective Grimoire,272600.0,"casual, adventure, steamtradingcards, singleplayer, short, 2d, indie, single-player, steamachievements, detective, point&click, kickstarter, puzzle, cartoony, mystery6.99sfb games",0.5611079649593966
31061,Zen Bound 2,61600.0,"casual, indie, single-player, steamachievements, steamcloud, singleplayer, relaxing, puzzle4.99secret exit ltd.",0.5611079649593966
29663,Call of Duty®: Black Ops II - Apocalypse,219103.0,"fullcontrollersupport, valveanti-cheatenabled, zombies, co-op, single-player, multi-player, steamachievements, fps, steamcloud, multiplayer, action, downloadablecontent, steamleaderboards14.99treyarch",0.5611079649593966
4233,Teeworlds,380840.0,"onlinemulti-player, 2d, strategy, indie, cross-platformmultiplayer, shooter, freetoplay, adventure, includesleveleditor, platformer, cute, multiplayer, action, arenashooter, leveleditor, massivelymultiplayer, onlineco-op, sidescroller, co-op, multi-player, team-based, funny0.0teeworlds team",0.5611079649593966
28127,Shadowrun: Dragonfall - Director's Cut,300550.0,"fantasy, crpg, steamcloud, touch-friendly, cyberpunk, sci-fi, storyrich, steamtradingcards, strategy, indie, atmospheric, turn-based, isometric, adventure, femaleprotagonist, includesleveleditor, rpg, turn-basedtactics, single-player, turn-basedstrategy, singleplayer, steamworkshop, steamachievements, kickstarter, tactical, moddable14.99harebrained schemes",0.5611079649593966
2354,Contraption Maker,241240.0,"onlineco-op, onlinemulti-player, 2d, steamtradingcards, indie, sandbox, puzzle, cross-platformmultiplayer, casual, physics, includesleveleditor, simulation, single-player, multiplayer, singleplayer, steamworkshop, leveleditor, co-op, multi-player, comedy, steamachievements7.99game dev castle",0.5611079649593966
1080,The Testament of Sherlock Holmes,205650.0,"partialcontrollersupport, storyrich, adventure, steamtradingcards, singleplayer, single-player, basedonanovel, steamachievements, atmospheric, steamcloud, detective, puzzle, first-person, point&click, mystery19.99frogwares",0.5611079649593966
28083,Portal 2 Soundtrack,323180.0,"music, stats, steamcloud, downloadablecontent, sci-fi, soundtrack, steamtradingcards, commentaryavailable, puzzle, captionsavailable, adventure, includesleveleditor, greatsoundtrack, single-player, steamworkshop, action, fullcontrollersupport, co-op, steamachievements0.0valve",0.5611079649593966
31039,Swords and Soldiers HD,63500.0,"casual, towerdefense, valveanti-cheatenabled, strategy, 2d, indie, sidescroller, single-player, multi-player, steamachievements, multiplayer, action, cartoony, steamleaderboards9.99ronimo games",0.5611079649593966
5738,Antenna,443580.0,"casual, adventure, short, 2d, indie, single-player, steamachievements, atmospheric, singleplayer, puzzle, freetoplay0.0lwna",0.5611079649593966
29551,Fuse,257400.0,"utilities, nudity, animation&modeling, charactercustomization, software, animation&amp;modeling, simulation, design&illustration, design&amp;illustration, videoproduction, gamedevelopment, freetoplay0.0mixamo",0.5611079649593966
266,The Secret of Monkey Island: Special Edition,32360.0,"steamcloud, 2d, storyrich, pixelgraphics, puzzle, pirates, retro, adventure, 1990's, greatsoundtrack, single-player, singleplayer, classic, thirdperson, remake, fullcontrollersupport, comedy, point&click, funny9.99lucasarts",0.5611079649593966
28543,Don Bradman Cricket 14,216260.0,"fullcontrollersupport, shared/splitscreen, simulation, indie, co-op, single-player, multi-player, steamachievements, sports, steamcloud, multiplayer, steamleaderboards39.99big ant studios",0.5611079649593966
1047,Closure,72000.0,"greatsoundtrack, steamtradingcards, fullcontrollersupport, platformer, 2d, indie, experimental, commentaryavailable, single-player, puzzle-platformer, steamachievements, dark, steamcloud, singleplayer, horror, puzzle, atmospheric, surreal9.99eyebrow interactive",0.5611079649593966
2463,Rodina,314230.0,"steamcloud, first-person, sci-fi, storyrich, spacesim, indie, sandbox, atmospheric, partialcontrollersupport, space, earlyaccess, adventure, greatsoundtrack, simulation, single-player, singleplayer, action, openworld, survival, exploration14.99elliptic games",0.5611079649593966
27934,DeadCore,284460.0,"fast-paced, difficult, greatsoundtrack, platformer, indie, single-player, fps, steamachievements, puzzle, steamcloud, singleplayer, parkour, action, first-person, 3dplatformer, shooter, sci-fi, steamleaderboards9.995 bits games",0.5611079649593966
30952,Jamestown,94200.0,"stats, mars, difficult, 2d, sci-fi, localco-op, alternatehistory, 4playerlocal, shared/splitscreen, indie, pixelgraphics, shooter, retro, bullethell, greatsoundtrack, localmultiplayer, arcade, single-player, singleplayer, action, steamleaderboards, fullcontrollersupport, co-op, shoot'emup, steamachievements, steampunk9.99final form games",0.5611079649593966
26577,GemCraft - Chasing Shadows,296490.0,"towerdefense, steamtradingcards, strategy, fantasy, top-down, indie, 2d, single-player, steamachievements, steamcloud, singleplayer, action9.99game in a bottle",0.5611079649593966
29453,SteamWorld Dig,252410.0,"robots, steamcloud, 2d, sci-fi, metroidvania, steamtradingcards, short, indie, sandbox, casual, adventure, greatsoundtrack, platformer, rpg, single-player, singleplayer, western, action, mining, fullcontrollersupport, sidescroller, steamachievements, steampunk, exploration, controller9.99image &amp; form",0.5611079649593966
22185,Red Trigger,491130.0,"partialcontrollersupport, adventure, steamtradingcards, greatsoundtrack, futuristic, strategy, indie, co-op, single-player, fps, steamachievements, singleplayer, parkour, puzzle, first-person, shooter, action, freetoplay0.0maxime vézina",0.5611079649593966
31132,eversion,33680.0,"difficult, 2d, steamtradingcards, short, multipleendings, indie, pixelgraphics, puzzle, retro, partialcontrollersupport, lovecraftian, platformer, single-player, dark, cute, horror, singleplayer, steamleaderboards, sidescroller, steamachievements4.99zaratustra productions",0.5611079649593966
29476,Gas Guzzlers Extreme,243800.0,"destruction, stats, fps, steamcloud, steamtradingcards, sports, shooter, racing, valveanti-cheatenabled, single-player, multiplayer, singleplayer, action, arenashooter, openworld, steamleaderboards, fullcontrollersupport, zombies, co-op, multi-player, steamachievements, funny24.99gamepires",0.5611079649593966
8079,Dungeon Souls,383230.0,"2d, dungeoncrawler, steamtradingcards, shared/splitscreen, pixelgraphics, indie, bullethell, partialcontrollersupport, adventure, top-down, rpg, single-player, singleplayer, action, rogue-lite, localco-op, proceduralgeneration, hackandslash, gamemaker, rogue-like, steamachievements, permadeath12.99lamina studios,mike studios",0.5611079649593966
28030,Cavern Kings,321830.0,"casual, earlyaccess, steamtradingcards, fullcontrollersupport, shared/splitscreen, platformer, rogue-like, indie, pixelgraphics, co-op, single-player, multi-player, steamcloud, action9.99vine",0.5611079649593966
1539,Assault Android Cactus,250110.0,"robots, twinstickshooter, steamcloud, difficult, sci-fi, localco-op, steamtradingcards, 4playerlocal, shared/splitscreen, indie, bullethell, greatsoundtrack, femaleprotagonist, localmultiplayer, arcade, top-down, single-player, cute, multiplayer, action, steamleaderboards, fullcontrollersupport, top-downshooter, co-op, shoot'emup, steamachievements14.99witch beam",0.5611079649593966
30019,Organ Trail: Director's Cut,233740.0,"steamcloud, 2d, steamtradingcards, strategy, indie, pixelgraphics, retro, adventure, greatsoundtrack, simulation, rpg, single-player, post-apocalyptic, horror, singleplayer, action, parody, steamleaderboards, fullcontrollersupport, zombies, rogue-like, survival, comedy, steamachievements, permadeath, kickstarter4.99the men who wear many hats",0.5611079649593966
20489,Zero G Arena,467820.0,"earlyaccess, physics, funny, indie, arenashooter, onlinemulti-player, multiplayer, third-personshooter, cross-platformmultiplayer, action5.99jonathan wood",0.5611079649593966
31002,NightSky,99700.0,"casual, physics, platformer, strategy, short, 2d, indie, single-player, atmospheric, singleplayer, relaxing, puzzle9.99nicalis, inc.",0.5611079649593966
27144,Tasty Blue,345200.0,"casual, partialcontrollersupport, adventure, steamtradingcards, shared/splitscreen, indie, single-player, steamachievements, singleplayer, action, funny, steamleaderboards5.99dingo games",0.5611079649593966
4627,Pink Hour,409670.0,"difficult, greatsoundtrack, femaleprotagonist, fullcontrollersupport, platformer, short, 2d, pixelgraphics, indie, fantasy, single-player, cute, singleplayer, action, shooter, freetoplay, controller0.0studio pixel",0.5611079649593966
9034,Reflex Arena,328070.0,"fast-paced, stats, includesleveleditor, indie, multi-player, in-apppurchases, onlinemulti-player, fps, multiplayer, competitive, steamworkshop, action, first-person, shooter, arenashooter, steamleaderboards9.99turbo pixel studios",0.5611079649593966
28062,911: First Responders®,323610.0,"management, adventure, shared/splitscreen, simulation, strategy, co-op, single-player, multi-player, multiplayer, singleplayer, realistic, moddable4.99sixteen tons entertainment",0.5611079649593966
